file,positive_slices
train/2016/TOR_161129_223353_KDGX_665904_J0.nc,2 3
train/2016/TOR_161129_234959_KGWX_665517_J1.nc,3
train/2016/TOR_161129_234959_KGWX_665906_H1.nc,3
train/2016/TOR_161129_234959_KGWX_665907_H1.nc,3
train/2016/TOR_161129_235608_KGWX_665517_J1.nc,2 3
train/2016/TOR_161129_235608_KGWX_665907_H1.nc,2 3
train/2016/TOR_161130_001430_KGWX_662640_U1.nc,3
train/2016/TOR_161130_001430_KGWX_666154_U1.nc,2 3
train/2016/TOR_161130_002038_KGWX_662640_U1.nc,2 3
train/2016/TOR_161130_002645_KGWX_662640_U1.nc,0 1 2 3
train/2016/TOR_161130_010522_KGWX_661842_M7.nc,3
train/2016/TOR_161130_010522_KGWX_661843_M7.nc,3
train/2016/TOR_161130_011105_KGWX_661843_M7.nc,2 3
train/2016/TOR_161130_011703_KGWX_661843_O4.nc,1 2 3
train/2016/TOR_161130_011703_KGWX_668061_H1.nc,2 3
train/2016/TOR_161130_012302_KGWX_661843_O4.nc,0 1 2 3
train/2016/TOR_161130_012302_KGWX_668061_H1.nc,1 2 3
train/2016/TOR_161130_012909_KGWX_668074_Y5.nc,3
train/2016/TOR_161130_013452_KGWX_668074_U1.nc,2 3
train/2016/TOR_161130_014042_KGWX_668074_U1.nc,1 2 3
train/2016/TOR_161130_020348_KGWX_668075_U5.nc,3
train/2016/TOR_161130_020348_KGWX_668078_U1.nc,3
train/2016/TOR_161130_020348_KGWX_668088_H1.nc,3
train/2016/TOR_161130_020938_KGWX_665518_F1.nc,3
train/2016/TOR_161130_020938_KGWX_668078_U1.nc,2 3
train/2016/TOR_161130_021521_KGWX_665518_L5.nc,2 3
train/2016/TOR_161130_024041_KHTX_661844_K4.nc,3
train/2016/TOR_161130_024619_KHTX_661844_K4.nc,2 3
train/2016/TOR_161130_025106_KGWX_668093_H1.nc,3
train/2016/TOR_161130_025704_KGWX_668093_H1.nc,2 3
train/2016/TOR_161130_030303_KGWX_668093_H1.nc,1 2 3
train/2016/TOR_161130_030343_KHTX_667876_Z0.nc,3
train/2016/TOR_161130_030555_KBMX_661846_G0.nc,3
train/2016/TOR_161130_030932_KHTX_667876_Z0.nc,2 3
train/2016/TOR_161130_031527_KHTX_667876_Z0.nc,1 2 3
train/2016/TOR_161130_032644_KHTX_661847_K4.nc,3
train/2016/TOR_161130_032644_KHTX_667878_Z0.nc,2 3
train/2016/TOR_161130_033216_KHTX_661847_K4.nc,2 3
train/2016/TOR_161130_033811_KHTX_661847_K2.nc,1 2 3
train/2016/TOR_161130_034406_KHTX_661847_K2.nc,0 1 2 3
train/2016/TOR_161130_034406_KHTX_661848_K2.nc,3
train/2016/TOR_161130_035000_KHTX_661848_K2.nc,2 3
train/2016/TOR_161130_035558_KHTX_661848_K2.nc,1 2 3
train/2016/TOR_161130_040144_KHTX_661848_H5.nc,0 1 2 3
train/2016/TOR_161130_040144_KHTX_661849_B3.nc,3
train/2016/TOR_161130_040542_KBMX_661845_J2.nc,3
train/2016/TOR_161130_040740_KHTX_661849_K2.nc,2 3
train/2016/TOR_161130_042122_KGWX_668094_F1.nc,3
train/2016/TOR_161130_050021_KHTX_662286_K2.nc,3
train/2016/TOR_161130_050021_KHTX_665847_R7.nc,3
train/2016/TOR_161130_050552_KHTX_661850_L5.nc,3
train/2016/TOR_161130_050552_KHTX_663582_K2.nc,2 3
train/2016/TOR_161130_051124_KHTX_661850_L5.nc,2 3
train/2016/TOR_161130_051124_KHTX_663582_K2.nc,1 2 3
train/2016/TOR_161130_053927_KGWX_668095_Z5.nc,3
train/2016/TOR_161130_054621_KGWX_668095_H2.nc,2 3
train/2016/TOR_161130_055314_KGWX_668095_H2.nc,0 1 2 3
train/2016/TOR_161130_055955_KGWX_668096_Z5.nc,3
train/2016/TOR_161130_060237_KHTX_665859_L5.nc,3
train/2016/TOR_161130_060554_KGWX_668096_Z5.nc,2 3
train/2016/TOR_161130_060813_KHTX_665859_L5.nc,2 3
train/2016/TOR_161130_060813_KHTX_665863_L5.nc,3
train/2016/TOR_161130_061203_KGWX_668096_Z5.nc,1 2 3
train/2016/TOR_161130_061351_KHTX_665863_L5.nc,2 3
train/2016/TOR_161130_061810_KGWX_668096_Z5.nc,0 1 2 3
train/2016/TOR_161130_061947_KHTX_665863_L5.nc,1 2 3
train/2016/TOR_161130_062145_KMRX_662288_T6.nc,2 3
train/2016/TOR_161130_062417_KGWX_668096_I1.nc,0 1 2 3
train/2016/TOR_161130_062639_KMRX_662288_T6.nc,1 2 3
train/2016/TOR_161130_065412_KHTX_662417_L5.nc,3
train/2016/TOR_161130_072915_KHTX_662323_L5.nc,3
train/2016/TOR_161130_081153_KHTX_665848_I1.nc,3
train/2016/TOR_161130_081739_KHTX_665848_A2.nc,2 3
train/2016/TOR_161130_110830_KBMX_668097_A8.nc,3
train/2016/TOR_161130_111504_KBMX_668097_A8.nc,2 3
train/2016/TOR_161130_111504_KBMX_668098_A8.nc,3
train/2016/TOR_161130_112137_KBMX_668098_A8.nc,2 3
train/2016/TOR_161130_112811_KBMX_668098_A8.nc,1 2 3
train/2016/TOR_161130_163556_KEVX_665702_X1.nc,3
train/2016/TOR_161130_164106_KEVX_665702_X1.nc,2 3
train/2016/TOR_161130_175013_KFFC_662418_A1.nc,3
train/2016/TOR_161130_175629_KFFC_662418_A1.nc,2 3
train/2016/TOR_161130_183358_KMXX_668099_W0.nc,3
train/2016/TOR_161130_184054_KMXX_668099_W0.nc,2 3
train/2016/TOR_161130_184054_KMXX_668100_W0.nc,3
train/2016/TOR_161130_184227_KFFC_662419_I3.nc,2 3
train/2016/TOR_161130_184915_KFFC_662420_R5.nc,3
train/2016/TOR_161130_190955_KFFC_662421_A1.nc,2 3
train/2016/TOR_161130_190955_KFFC_662422_A1.nc,3
train/2016/TOR_161130_200603_KGSP_662423_X5.nc,2 3
train/2016/TOR_161130_201114_KGSP_662423_X5.nc,1 2 3
train/2016/TOR_161130_201114_KGSP_662424_X5.nc,3
train/2016/TOR_161130_213957_KGSP_665289_V2.nc,3
train/2016/TOR_161130_214559_KGSP_665289_V6.nc,2 3
train/2016/TOR_161130_215200_KGSP_665289_V2.nc,1 2 3
train/2016/TOR_161130_215803_KGSP_665289_V2.nc,0 1 2 3
train/2016/TOR_161130_215803_KGSP_665290_V2.nc,3
train/2016/TOR_161130_232733_KGSP_665295_V2.nc,3
train/2016/TOR_161213_211845_KLIX_669596_E2.nc,3
train/2016/TOR_161213_211845_KLIX_669599_E2.nc,3
train/2016/TOR_161213_212528_KLIX_669599_E2.nc,2 3
train/2016/TOR_161218_010636_KLZK_663208_Y9.nc,2 3
train/2016/TOR_161218_053736_KGWX_666048_B4.nc,3
train/2016/TOR_161218_054320_KGWX_667772_S2.nc,3
train/2016/TOR_161218_064151_KGWX_666049_W5.nc,3
train/2016/TOR_161218_064752_KGWX_666049_W5.nc,2 3
train/2016/TOR_161225_145540_KDDC_672707_Q2.nc,3
train/2016/TOR_161225_154737_KDDC_672708_V4.nc,2 3
train/2016/TOR_161225_162810_KDDC_672709_W6.nc,3
train/2016/TOR_161225_162810_KDDC_672710_W6.nc,3
train/2016/TOR_161225_163506_KDDC_672710_M4.nc,2 3
train/2016/TOR_161225_165425_KDDC_672711_N7.nc,2 3
train/2016/TOR_161225_165425_KDDC_672713_W5.nc,3
train/2016/TOR_161225_170111_KDDC_672712_M7.nc,2 3
train/2016/TOR_161225_174708_KUEX_664992_M7.nc,2 3
train/2016/TOR_161225_174708_KUEX_664993_P8.nc,3
train/2016/TOR_161225_175322_KUEX_664993_M9.nc,2 3
train/2016/TOR_161225_181737_KUEX_664994_D0.nc,2 3
train/2016/TOR_161225_182350_KUEX_664995_O9.nc,3
train/2016/TOR_161226_210647_KPAH_665448_W5.nc,3
train/2017/TOR_170102_160757_KLCH_674503_F4.nc,2 3
train/2017/TOR_170102_161422_KLCH_674510_B7.nc,3
train/2017/TOR_170102_162808_KLCH_674504_S9.nc,3
train/2017/TOR_170102_162808_KLCH_674511_B7.nc,3
train/2017/TOR_170102_163451_KLCH_674504_B7.nc,2 3
train/2017/TOR_170102_190428_KDGX_675575_G7.nc,2 3
train/2017/TOR_170102_191614_KDGX_675580_G7.nc,2 3
train/2017/TOR_170102_192208_KDGX_675781_E4.nc,3
train/2017/TOR_170102_192208_KDGX_675784_E4.nc,3
train/2017/TOR_170102_192818_KDGX_675784_E4.nc,2 3
train/2017/TOR_170102_194530_KLIX_669603_P6.nc,3
train/2017/TOR_170102_195612_KLIX_669620_W9.nc,3
train/2017/TOR_170102_200121_KLIX_669620_W9.nc,2 3
train/2017/TOR_170102_200121_KLIX_669621_W9.nc,3
train/2017/TOR_170102_200446_KDGX_676483_X5.nc,2 3
train/2017/TOR_170102_201056_KDGX_676483_X5.nc,1 2 3
train/2017/TOR_170102_202317_KDGX_676482_N9.nc,2 3
train/2017/TOR_170102_204050_KDGX_676484_U6.nc,3
train/2017/TOR_170102_204700_KDGX_676485_A2.nc,2 3
train/2017/TOR_170102_205333_KLIX_676486_V9.nc,3
train/2017/TOR_170102_205854_KLIX_676487_B1.nc,3
train/2017/TOR_170102_212939_KDGX_676488_I1.nc,3
train/2017/TOR_170102_222715_KMXX_674971_L2.nc,2 3
train/2017/TOR_170102_223351_KMXX_674971_L2.nc,1 2 3
train/2017/TOR_170103_021551_KEOX_670339_B1.nc,2 3
train/2017/TOR_170103_021551_KEOX_670341_B1.nc,3
train/2017/TOR_170103_021551_KEOX_670344_S0.nc,2 3
train/2017/TOR_170103_022225_KEOX_670341_M1.nc,2 3
train/2017/TOR_170103_022849_KEOX_670341_M1.nc,1 2 3
train/2017/TOR_170103_023515_KEOX_670343_M1.nc,3
train/2017/TOR_170103_024140_KEOX_670334_M1.nc,3
train/2017/TOR_170103_024140_KEOX_670343_D6.nc,1 2 3
train/2017/TOR_170103_024806_KEOX_670335_M1.nc,2 3
train/2017/TOR_170103_025439_KEOX_670335_M1.nc,1 2 3
train/2017/TOR_170103_025439_KEOX_670354_D6.nc,2 3
train/2017/TOR_170103_030643_KTLH_670348_O5.nc,3
train/2017/TOR_170103_031339_KTLH_670348_P9.nc,2 3
train/2017/TOR_170103_033321_KVAX_670337_N3.nc,3
train/2017/TOR_170103_033321_KVAX_670338_N3.nc,3
train/2017/TOR_170103_033849_KVAX_670338_N3.nc,2 3
train/2017/TOR_170107_063145_KVAX_668715_P6.nc,2 3
train/2017/TOR_170115_214607_KGRK_675077_F1.nc,3
train/2017/TOR_170115_215125_KGRK_675077_F1.nc,2 3
train/2017/TOR_170116_001509_KFWS_666464_T4.nc,3
train/2017/TOR_170116_003510_KFWS_666465_T4.nc,3
train/2017/TOR_170116_003510_KFWS_739562_T4.nc,3
train/2017/TOR_170116_004130_KFWS_666465_T4.nc,2 3
train/2017/TOR_170116_004752_KFWS_666465_T4.nc,1 2 3
train/2017/TOR_170116_021314_KFWS_666466_T4.nc,2 3
train/2017/TOR_170116_021314_KFWS_666467_T4.nc,3
train/2017/TOR_170116_024034_KFWS_666468_T4.nc,3
train/2017/TOR_170116_084359_KFWS_666470_M5.nc,3
train/2017/TOR_170116_084755_KFWS_666470_M5.nc,2 3
train/2017/TOR_170116_133014_KHGX_666269_R4.nc,3
train/2017/TOR_170116_143530_KHGX_666272_R4.nc,3
train/2017/TOR_170116_144025_KHGX_666276_R4.nc,3
train/2017/TOR_170121_093657_KLIX_676495_M4.nc,2 3
train/2017/TOR_170121_094334_KLIX_676495_M4.nc,1 2 3
train/2017/TOR_170121_095019_KLIX_676496_M4.nc,2 3
train/2017/TOR_170121_095715_KLIX_676496_M4.nc,1 2 3
train/2017/TOR_170121_100412_KLIX_676496_M4.nc,0 1 2 3
train/2017/TOR_170121_100625_KMOB_675634_X1.nc,3
train/2017/TOR_170121_101234_KMOB_675634_X1.nc,1 2 3
train/2017/TOR_170121_111311_KMOB_675630_X1.nc,3
train/2017/TOR_170121_112020_KMOB_675630_X1.nc,2 3
train/2017/TOR_170121_112730_KMOB_675630_X1.nc,0 1 2 3
train/2017/TOR_170121_112730_KMOB_676056_R6.nc,3
train/2017/TOR_170121_113438_KMOB_676056_R6.nc,2 3
train/2017/TOR_170121_134758_KFFC_673664_W5.nc,3
train/2017/TOR_170121_135425_KFFC_673664_W5.nc,2 3
train/2017/TOR_170121_140051_KFFC_673664_W5.nc,0 1 2 3
train/2017/TOR_170121_145634_KEOX_676090_X7.nc,3
train/2017/TOR_170121_150328_KEOX_676090_X7.nc,1 2 3
train/2017/TOR_170121_151024_KEOX_676090_X7.nc,0 1 2 3
train/2017/TOR_170121_151657_KEOX_676090_X7.nc,0 1 2 3
train/2017/TOR_170121_152341_KEOX_676090_X7.nc,0 1 2 3
train/2017/TOR_170121_153036_KEOX_676090_I2.nc,0 1 2 3
train/2017/TOR_170121_153036_KEOX_676100_I2.nc,3
train/2017/TOR_170121_153110_KMXX_673667_H6.nc,3
train/2017/TOR_170121_153732_KEOX_676100_I2.nc,1 2 3
train/2017/TOR_170121_153736_KMXX_673667_H6.nc,2 3
train/2017/TOR_170121_154401_KMXX_673667_H6.nc,1 2 3
train/2017/TOR_170121_155027_KMXX_673667_H6.nc,0 1 2 3
train/2017/TOR_170121_160548_KFFC_673669_I2.nc,3
train/2017/TOR_170121_161215_KFFC_673670_I2.nc,3
train/2017/TOR_170121_161850_KFFC_673670_I2.nc,2 3
train/2017/TOR_170121_161850_KFFC_673671_I2.nc,3
train/2017/TOR_170121_161850_KFFC_673672_R5.nc,3
train/2017/TOR_170121_162752_KFFC_673671_I2.nc,1 2 3
train/2017/TOR_170121_162752_KFFC_673672_R5.nc,1 2 3
train/2017/TOR_170121_162752_KFFC_673681_I2.nc,2 3
train/2017/TOR_170121_162752_KFFC_673682_I2.nc,2 3
train/2017/TOR_170121_163418_KFFC_673672_R5.nc,0 1 2 3
train/2017/TOR_170121_163418_KFFC_673682_I2.nc,1 2 3
train/2017/TOR_170121_163418_KFFC_673683_I2.nc,2 3
train/2017/TOR_170121_164115_KFFC_673684_I2.nc,2 3
train/2017/TOR_170121_191219_KJGX_670129_N4.nc,2 3
train/2017/TOR_170121_191347_KCLX_673734_U7.nc,2 3
train/2017/TOR_170121_192507_KCLX_670130_R5.nc,2 3
train/2017/TOR_170121_194222_KCLX_670131_R5.nc,2 3
train/2017/TOR_170121_194222_KCLX_674987_F6.nc,3
train/2017/TOR_170121_194817_KCLX_674986_K5.nc,3
train/2017/TOR_170121_195430_KCLX_674988_F6.nc,2 3
train/2017/TOR_170121_204644_KCAE_670132_R7.nc,3
train/2017/TOR_170121_205341_KCAE_670132_R7.nc,1 2 3
train/2017/TOR_170121_205341_KCAE_740128_R7.nc,3
train/2017/TOR_170121_210038_KCAE_740128_R7.nc,2 3
train/2017/TOR_170121_210708_KCAE_671921_R7.nc,3
train/2017/TOR_170121_211335_KCAE_671921_R7.nc,2 3
train/2017/TOR_170121_212003_KCAE_671921_R7.nc,1 2 3
train/2017/TOR_170121_231308_KSHV_668889_Q0.nc,3
train/2017/TOR_170121_231820_KSHV_668889_Q0.nc,2 3
train/2017/TOR_170121_232332_KSHV_668885_I0.nc,3
train/2017/TOR_170121_232332_KSHV_668889_Q0.nc,1 2 3
train/2017/TOR_170121_232850_KSHV_668885_J1.nc,2 3
train/2017/TOR_170121_232850_KSHV_668889_Q0.nc,0 1 2 3
train/2017/TOR_170121_232850_KSHV_668890_Q0.nc,3
train/2017/TOR_170121_233409_KSHV_668890_Q0.nc,2 3
train/2017/TOR_170121_235537_KSHV_668940_E1.nc,3
train/2017/TOR_170121_235553_KPOE_668953_T0.nc,3
train/2017/TOR_170122_000103_KSHV_668940_P1.nc,2 3
train/2017/TOR_170122_000219_KPOE_668953_T0.nc,2 3
train/2017/TOR_170122_000628_KSHV_668940_P1.nc,1 2 3
train/2017/TOR_170122_010009_KPOE_668966_I1.nc,3
train/2017/TOR_170122_010247_KSHV_668981_T5.nc,3
train/2017/TOR_170122_010629_KPOE_668966_I1.nc,2 3
train/2017/TOR_170122_010753_KSHV_668981_T5.nc,2 3
train/2017/TOR_170122_011244_KPOE_668966_I1.nc,0 1 2 3
train/2017/TOR_170122_013743_KSHV_668987_U1.nc,3
train/2017/TOR_170122_014858_KPOE_668973_I1.nc,3
train/2017/TOR_170122_015501_KPOE_668973_I1.nc,2 3
train/2017/TOR_170122_023030_KPOE_668976_I1.nc,3
train/2017/TOR_170122_024713_KSHV_668977_H5.nc,3
train/2017/TOR_170122_030452_KDGX_676499_R6.nc,3
train/2017/TOR_170122_031000_KDGX_676499_R6.nc,2 3
train/2017/TOR_170122_031508_KDGX_676499_R6.nc,1 2 3
train/2017/TOR_170122_032017_KDGX_676499_R6.nc,0 1 2 3
train/2017/TOR_170122_044401_KDGX_676497_N5.nc,3
train/2017/TOR_170122_044915_KDGX_676497_N5.nc,2 3
train/2017/TOR_170122_045409_KDGX_676497_N5.nc,1 2 3
train/2017/TOR_170122_092309_KCLX_675117_Y5.nc,3
train/2017/TOR_170122_092741_KCLX_675117_W4.nc,2 3
train/2017/TOR_170122_190248_KEOX_673007_T5.nc,3
train/2017/TOR_170122_190923_KEOX_673007_T5.nc,1 2 3
train/2017/TOR_170122_191548_KEOX_673007_L0.nc,0 1 2 3
train/2017/TOR_170122_193553_KEOX_673031_T5.nc,3
train/2017/TOR_170122_194249_KEOX_673031_T5.nc,2 3
train/2017/TOR_170122_194249_KEOX_673032_T5.nc,3
train/2017/TOR_170122_194249_KEOX_673043_T5.nc,3
train/2017/TOR_170122_194928_KEOX_673043_T5.nc,2 3
train/2017/TOR_170122_201243_KEOX_673010_D2.nc,3
train/2017/TOR_170122_201831_KEOX_673010_D2.nc,2 3
train/2017/TOR_170122_202417_KEOX_673010_D2.nc,1 2 3
train/2017/TOR_170122_203004_KEOX_673010_I0.nc,0 1 2 3
train/2017/TOR_170122_203614_KEOX_673010_I0.nc,0 1 2 3
train/2017/TOR_170122_232314_KJAX_668776_D5.nc,3
train/2017/TOR_170122_232907_KJAX_668776_D5.nc,2 3
train/2017/TOR_170122_232907_KJAX_668778_D5.nc,3
train/2017/TOR_170122_233520_KJAX_668776_D5.nc,1 2 3
train/2017/TOR_170122_234134_KJAX_668776_U8.nc,0 1 2 3
train/2017/TOR_170122_234748_KJAX_668776_F4.nc,0 1 2 3
train/2017/TOR_170123_062638_KAMX_677957_T2.nc,3
train/2017/TOR_170123_063844_KAMX_673858_T2.nc,3
train/2017/TOR_170123_064446_KAMX_673858_T2.nc,2 3
train/2017/TOR_170123_065049_KAMX_673858_T2.nc,1 2 3
train/2017/TOR_170123_084739_KAMX_673859_X0.nc,2 3
train/2017/TOR_170209_085048_KCLX_679321_A0.nc,3
train/2017/TOR_170209_085635_KCLX_679321_A0.nc,2 3
train/2017/TOR_170209_085635_KCLX_679323_A0.nc,3
train/2017/TOR_170209_090222_KCLX_679323_A0.nc,2 3
train/2017/TOR_170214_133934_KHGX_681491_K4.nc,3
train/2017/TOR_170214_134536_KHGX_681491_K4.nc,2 3
train/2017/TOR_170214_141542_KHGX_681492_H6.nc,3
train/2017/TOR_170214_142154_KHGX_681492_H6.nc,2 3
train/2017/TOR_170214_142154_KHGX_681498_K4.nc,3
train/2017/TOR_170214_142740_KHGX_681506_X4.nc,3
train/2017/TOR_170214_143352_KHGX_681495_F6.nc,3
train/2017/TOR_170214_143954_KHGX_681494_B7.nc,3
train/2017/TOR_170214_143954_KHGX_681496_X4.nc,3
train/2017/TOR_170214_144549_KHGX_681494_B7.nc,2 3
train/2017/TOR_170215_163027_KLTX_679654_G7.nc,3
train/2017/TOR_170215_163610_KLTX_679654_G7.nc,2 3
train/2017/TOR_170215_165328_KLTX_682610_G7.nc,3
train/2017/TOR_170215_165937_KLTX_682610_C9.nc,2 3
train/2017/TOR_170220_043410_KEWX_674529_T1.nc,3
train/2017/TOR_170220_044018_KEWX_674529_P2.nc,2 3
train/2017/TOR_170220_044018_KEWX_674530_T1.nc,3
train/2017/TOR_170220_044018_KEWX_674531_P2.nc,3
train/2017/TOR_170220_044656_KEWX_674530_P2.nc,2 3
train/2017/TOR_170220_044656_KEWX_674531_P2.nc,2 3
train/2017/TOR_170220_045915_KEWX_674532_P2.nc,3
train/2017/TOR_170220_051811_KEWX_674533_L6.nc,2 3
train/2017/TOR_170220_052420_KEWX_674534_C5.nc,3
train/2017/TOR_170220_053026_KEWX_674534_C5.nc,2 3
train/2017/TOR_170220_053645_KEWX_674534_C5.nc,1 2 3
train/2017/TOR_170220_054940_KEWX_674535_O8.nc,3
train/2017/TOR_170220_054940_KEWX_674536_O8.nc,3
train/2017/TOR_170220_062315_KGRK_674553_T8.nc,3
train/2017/TOR_170220_062921_KGRK_674553_T8.nc,2 3
train/2017/TOR_170220_062921_KGRK_674554_T8.nc,3
train/2017/TOR_170225_193427_KBGM_672669_Z8.nc,3
train/2017/TOR_170225_193933_KBGM_672669_Z8.nc,2 3
train/2017/TOR_170225_194438_KBGM_672669_Z8.nc,1 2 3
train/2017/TOR_170225_194944_KBGM_682998_Z8.nc,3
train/2017/TOR_170225_200631_KLWX_680690_V5.nc,3
train/2017/TOR_170225_201130_KLWX_680690_V5.nc,2 3
train/2017/TOR_170225_201629_KLWX_672819_C7.nc,3
train/2017/TOR_170225_201629_KLWX_680690_V5.nc,1 2 3
train/2017/TOR_170301_015546_KIWX_682595_E7.nc,2 3
train/2017/TOR_170301_015546_KIWX_682596_M4.nc,3
train/2017/TOR_170301_020138_KIWX_682596_M4.nc,2 3
train/2017/TOR_170301_021118_KPAH_679706_T0.nc,3
train/2017/TOR_170301_021337_KIWX_682597_M4.nc,2 3
train/2017/TOR_170301_021541_KPAH_679706_T0.nc,2 3
train/2017/TOR_170301_022001_KPAH_677489_T0.nc,2 3
train/2017/TOR_170301_022410_KPAH_677489_T0.nc,2 3
train/2017/TOR_170301_022818_KPAH_677489_T0.nc,1 2 3
train/2017/TOR_170301_023226_KPAH_677489_T0.nc,0 1 2 3
train/2017/TOR_170301_023634_KPAH_677489_T0.nc,0 1 2 3
train/2017/TOR_170301_023719_KIWX_682598_M4.nc,3
train/2017/TOR_170301_024041_KPAH_677489_T0.nc,0 1 2 3
train/2017/TOR_170301_024449_KPAH_677489_T0.nc,0 1 2 3
train/2017/TOR_170301_024857_KPAH_677489_T0.nc,0 1 2 3
train/2017/TOR_170301_024857_KPAH_677492_T0.nc,3
train/2017/TOR_170301_025306_KPAH_677492_T0.nc,2 3
train/2017/TOR_170301_025714_KPAH_677492_A3.nc,1 2 3
train/2017/TOR_170301_033226_KILX_682437_Y1.nc,3
train/2017/TOR_170301_043601_KPAH_678847_L6.nc,3
train/2017/TOR_170301_043718_KEAX_674706_R6.nc,3
train/2017/TOR_170301_044112_KPAH_678847_L6.nc,2 3
train/2017/TOR_170301_044112_KPAH_678853_L6.nc,3
train/2017/TOR_170301_044439_KSGF_674701_G5.nc,3
train/2017/TOR_170301_044617_KPAH_677521_I3.nc,2 3
train/2017/TOR_170301_044617_KPAH_678853_L6.nc,2 3
train/2017/TOR_170301_045123_KPAH_677521_I3.nc,1 2 3
train/2017/TOR_170301_050119_KVWX_675726_T4.nc,3
train/2017/TOR_170301_050611_KVWX_675726_A9.nc,2 3
train/2017/TOR_170301_052839_KHPX_678868_H2.nc,3
train/2017/TOR_170301_053436_KHPX_678868_O3.nc,1 2 3
train/2017/TOR_170301_063159_KSGF_675227_Z0.nc,3
train/2017/TOR_170301_063733_KHPX_675729_H5.nc,2 3
train/2017/TOR_170301_072841_KSRX_684757_B0.nc,3
train/2017/TOR_170301_095926_KVWX_685157_T3.nc,3
train/2017/TOR_170301_100422_KVWX_685213_D6.nc,3
train/2017/TOR_170301_100802_KPAH_680381_G1.nc,3
train/2017/TOR_170301_100917_KVWX_687137_D6.nc,3
train/2017/TOR_170301_101313_KPAH_680381_G1.nc,2 3
train/2017/TOR_170301_102920_KLVX_687139_L0.nc,3
train/2017/TOR_170301_103837_KLVX_675724_U2.nc,3
train/2017/TOR_170301_103837_KLVX_687141_U2.nc,2 3
train/2017/TOR_170301_103927_KPAH_680483_Z5.nc,3
train/2017/TOR_170301_104321_KLVX_675723_L0.nc,2 3
train/2017/TOR_170301_104321_KLVX_687142_V2.nc,3
train/2017/TOR_170301_104452_KPAH_680484_M7.nc,2 3
train/2017/TOR_170301_104759_KLVX_675723_L0.nc,2 3
train/2017/TOR_170301_105010_KPAH_680484_Z5.nc,1 2 3
train/2017/TOR_170301_105043_KNQA_683875_A7.nc,3
train/2017/TOR_170301_110422_KLVX_675721_M4.nc,3
train/2017/TOR_170301_110422_KLVX_675728_L0.nc,3
train/2017/TOR_170301_112435_KPAH_680459_C0.nc,3
train/2017/TOR_170301_113602_KLVX_675731_B6.nc,3
train/2017/TOR_170301_125551_KHPX_675732_F6.nc,3
train/2017/TOR_170301_125729_KOHX_683870_G1.nc,3
train/2017/TOR_170301_130349_KOHX_683870_G1.nc,2 3
train/2017/TOR_170301_130958_KOHX_683870_S8.nc,1 2 3
train/2017/TOR_170301_131554_KOHX_683881_G1.nc,3
train/2017/TOR_170301_132150_KOHX_675734_V8.nc,3
train/2017/TOR_170301_132150_KOHX_683885_N9.nc,2 3
train/2017/TOR_170301_132800_KOHX_675734_V8.nc,2 3
train/2017/TOR_170301_133420_KOHX_686035_G1.nc,3
train/2017/TOR_170301_134016_KOHX_685074_G1.nc,3
train/2017/TOR_170301_134016_KOHX_686035_G1.nc,2 3
train/2017/TOR_170301_134613_KOHX_685074_G1.nc,2 3
train/2017/TOR_170301_134613_KOHX_686046_G1.nc,3
train/2017/TOR_170301_135209_KOHX_685098_C2.nc,3
train/2017/TOR_170301_140632_KOHX_685100_G1.nc,2 3
train/2017/TOR_170301_140800_KRLX_673155_J8.nc,3
train/2017/TOR_170301_141228_KOHX_685100_G1.nc,1 2 3
train/2017/TOR_170301_143639_KOHX_685291_C7.nc,2 3
train/2017/TOR_170305_175732_KHGX_676594_H7.nc,2 3
train/2017/TOR_170305_180247_KHGX_689155_D6.nc,3
train/2017/TOR_170306_230317_KMPX_675259_L1.nc,3
train/2017/TOR_170306_230941_KMPX_675259_L1.nc,2 3
train/2017/TOR_170306_231606_KMPX_675259_L1.nc,0 1 2 3
train/2017/TOR_170306_232226_KDMX_676728_S3.nc,3
train/2017/TOR_170306_232850_KDMX_676729_S3.nc,3
train/2017/TOR_170306_233344_KTWX_674016_K3.nc,3
train/2017/TOR_170306_233614_KMPX_673893_V1.nc,3
train/2017/TOR_170306_233614_KMPX_673895_N2.nc,3
train/2017/TOR_170306_233912_KTWX_674016_K3.nc,2 3
train/2017/TOR_170306_233912_KTWX_674018_W2.nc,2 3
train/2017/TOR_170306_234258_KMPX_673893_V1.nc,2 3
train/2017/TOR_170306_234258_KMPX_673895_Z2.nc,2 3
train/2017/TOR_170306_234608_KTWX_674016_W2.nc,1 2 3
train/2017/TOR_170306_234942_KMPX_673893_V1.nc,1 2 3
train/2017/TOR_170306_234942_KMPX_673894_V1.nc,3
train/2017/TOR_170306_234942_KMPX_673895_Z2.nc,1 2 3
train/2017/TOR_170306_235303_KTWX_674016_W2.nc,0 1 2 3
train/2017/TOR_170306_235610_KMPX_673895_Z2.nc,0 1 2 3
train/2017/TOR_170307_000000_KTWX_674016_D4.nc,0 1 2 3
train/2017/TOR_170307_000000_KTWX_674019_T3.nc,3
train/2017/TOR_170307_001350_KTWX_674020_T3.nc,3
train/2017/TOR_170307_002047_KTWX_674020_T2.nc,1 2 3
train/2017/TOR_170307_002643_KDMX_676730_K6.nc,3
train/2017/TOR_170307_003046_KOAX_686540_K7.nc,3
train/2017/TOR_170307_003309_KDMX_676730_K6.nc,2 3
train/2017/TOR_170307_003604_KOAX_686540_K7.nc,2 3
